#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -46.1007  -42.9034  -23.5210  -23.4119  -23.4119  -21.1963  -21.0834  -21.0834  -10.9904   -9.7377   -8.8000   -8.8000   -8.7737   -8.7709   -8.7709   -8.7294   -8.7256   -6.5067   -6.5067   -6.1716   -6.1716   -5.7884   -5.6318   -5.6318   -5.2898   -5.1581   -5.1581   -4.5971   -1.5225   -1.5225   -0.5092    0.2326    0.3538    0.5825    0.5825    0.9269    0.9269    1.2659    1.7556    1.7556    2.3960    2.4705    2.4705    2.5644    2.7540    2.7875    2.7875    3.6609    3.6610    4.8296    5.0035    5.0035    5.0667    6.1149    6.1149    6.9549    7.5709    8.3533    9.5689    9.5689   12.0455   12.0456   12.6566   12.9048   13.1370   13.1370   13.5653   13.5653   14.4402   14.4402   15.0605   16.2331   16.2331   16.9838   17.9746   19.5371   19.8661   19.8945   19.8946   20.6168   21.1804   21.1804   21.4896   21.4896   21.5192   22.6077   22.6077   22.8948   23.1934   23.4968   23.4968   23.9406   23.9406   24.5126   24.5126   25.4003
  0.0282  -46.1007  -42.9034  -23.5209  -23.4122  -23.4120  -21.1962  -21.0838  -21.0835  -10.9870   -9.7375   -8.8000   -8.7999   -8.7737   -8.7709   -8.7708   -8.7295   -8.7256   -6.5051   -6.5049   -6.1731   -6.1704   -5.7872   -5.6319   -5.6311   -5.3123   -5.1585   -5.1318   -4.5979   -1.5465   -1.5224   -0.5175    0.2523    0.3167    0.5371    0.5756    0.9572    0.9583    1.2384    1.7699    1.8061    2.3957    2.4703    2.4707    2.5644    2.7540    2.7905    2.7932    3.6464    3.6632    4.8377    4.9631    4.9783    5.0888    6.1394    6.1431    6.9753    7.5670    8.3253    9.5661    9.5871   12.0315   12.0327   12.6539   12.8663   13.1237   13.1365   13.5598   13.5643   14.4403   14.4756   15.0906   16.2254   16.2522   17.0201   17.9862   19.4923   19.7253   19.8863   20.0182   20.6086   21.1331   21.1929   21.4674   21.5040   21.5751   22.5060   22.5805   22.9373   23.1765   23.5418   23.5552   23.8870   23.8962   24.5690   24.5761   25.4053
  0.0565  -46.1007  -42.9033  -23.5208  -23.4129  -23.4122  -21.1960  -21.0849  -21.0838  -10.9766   -9.7370   -8.8000   -8.7998   -8.7738   -8.7708   -8.7707   -8.7297   -8.7257   -6.5001   -6.4995   -6.1774   -6.1666   -5.7835   -5.6319   -5.6288   -5.3563   -5.1597   -5.0765   -4.6005   -1.6143   -1.5219   -0.5436    0.2042    0.3332    0.4312    0.5478    1.0191    1.0288    1.1960    1.8112    1.9226    2.3946    2.4696    2.4713    2.5645    2.7535    2.7999    2.8115    3.6089    3.6700    4.8047    4.9096    4.9222    5.1400    6.1985    6.2206    7.0371    7.5558    8.2481    9.5576    9.6342   11.9899   11.9952   12.6423   12.7663   13.0839   13.1351   13.5524   13.5607   14.4421   14.5634   15.1787   16.2085   16.3093   17.1216   18.0210   19.3685   19.5596   19.8612   20.1298   20.5839   21.0339   21.2132   21.4209   21.5420   21.6862   22.3328   22.5215   22.9608   23.1194   23.6303   23.6624   23.8175   23.8486   24.6895   24.7171   25.4081
  0.0847  -46.1007  -42.9033  -23.5205  -23.4142  -23.4124  -21.1956  -21.0868  -21.0841  -10.9594   -9.7362   -8.8001   -8.7997   -8.7740   -8.7708   -8.7704   -8.7301   -8.7259   -6.4918   -6.4905   -6.1845   -6.1603   -5.7774   -5.6319   -5.6251   -5.4035   -5.1616   -5.0105   -4.6047   -1.7166   -1.5210   -0.5911    0.0873    0.2984    0.4006    0.5261    1.0714    1.0831    1.2169    1.8742    2.0576    2.3928    2.4684    2.4731    2.5646    2.7515    2.8163    2.8451    3.5638    3.6816    4.6775    4.8116    4.9386    5.2300    6.2653    6.3331    7.1391    7.5384    8.1374    9.5430    9.6933   11.9244   11.9354   12.5738   12.6751   13.0186   13.1414   13.5531   13.5535   14.4489   14.6703   15.3163   16.1937   16.4039   17.2694   18.0786   19.1887   19.3852   19.8180   20.2051   20.5422   20.9194   21.1998   21.3681   21.5879   21.8129   22.1951   22.4625   22.9015   23.0567   23.5831   23.6248   23.9431   23.9805   24.8192   24.8776   25.5492
  0.1130  -46.1006  -42.9032  -23.5200  -23.4159  -23.4128  -21.1950  -21.0893  -21.0847  -10.9354   -9.7350   -8.8002   -8.7995   -8.7741   -8.7707   -8.7701   -8.7306   -8.7262   -6.4802   -6.4783   -6.1944   -6.1517   -5.7690   -5.6318   -5.6199   -5.4494   -5.1643   -4.9385   -4.6106   -1.8432   -1.5200   -0.6656   -0.0336    0.1525    0.3690    0.6129    1.0721    1.1413    1.3096    1.9513    2.1829    2.3900    2.4668    2.4767    2.5649    2.7462    2.8406    2.8962    3.5298    3.6988    4.5237    4.6972    4.9546    5.3591    6.3221    6.4678    7.2689    7.5198    8.0111    9.5223    9.7463   11.8429   11.8568   12.4096   12.6548   12.9304   13.1659   13.5421   13.5611   14.4630   14.7758   15.4871   16.1883   16.5352   17.4457   18.1572   18.9751   19.2046   19.7541   20.2346   20.4817   20.7942   21.1185   21.3379   21.6266   21.9393   22.1235   22.4172   22.7717   23.0333   23.4608   23.5761   24.0845   24.2280   24.9416   25.0312   25.4477
  0.1412  -46.1006  -42.9031  -23.5195  -23.4181  -23.4133  -21.1943  -21.0925  -21.0853  -10.9049   -9.7333   -8.8003   -8.7993   -8.7743   -8.7705   -8.7698   -8.7313   -8.7265   -6.4654   -6.4631   -6.2069   -6.1407   -5.7585   -5.6312   -5.6133   -5.4925   -5.1677   -4.8622   -4.6183   -1.9857   -1.5187   -0.7710   -0.1480   -0.0005    0.2973    0.7462    1.0829    1.1938    1.4148    2.0335    2.2825    2.3865    2.4648    2.4836    2.5652    2.7359    2.8737    2.9620    3.5257    3.7224    4.3685    4.5753    4.9636    5.5154    6.3633    6.6155    7.3757    7.5274    7.8945    9.4950    9.7775   11.7563   11.7627   12.2274   12.6490   12.8236   13.2122   13.5269   13.5733   14.4851   14.8741   15.6708   16.1949   16.7016   17.6348   18.2499   18.7482   19.0195   19.6652   20.2201   20.3947   20.6562   20.9870   21.3501   21.6448   22.0537   22.0780   22.3895   22.6599   23.0358   23.3571   23.5260   24.1800   24.4904   25.0536   25.1555   25.4888
  0.1695  -46.1005  -42.9030  -23.5189  -23.4207  -23.4139  -21.1935  -21.0963  -21.0862  -10.8679   -9.7311   -8.8003   -8.7990   -8.7744   -8.7704   -8.7694   -8.7321   -8.7269   -6.4474   -6.4452   -6.2217   -6.1274   -5.7462   -5.6302   -5.6053   -5.5323   -5.1719   -4.7823   -4.6277   -2.1378   -1.5173   -0.9064   -0.2539   -0.1573    0.2289    0.8679    1.1263    1.2429    1.5143    2.1131    2.3485    2.3863    2.4624    2.4947    2.5656    2.7198    2.9161    3.0311    3.5643    3.7531    4.2279    4.4525    4.9681    5.6884    6.3891    6.7699    7.3806    7.5615    7.8636    9.4614    9.7757   11.6558   11.6719   12.0562   12.6492   12.7041   13.2786   13.5089   13.5879   14.5134   14.9658   15.8497   16.2130   16.8997   17.8209   18.3112   18.5601   18.8314   19.5469   20.1767   20.2691   20.5108   20.8583   21.4005   21.6121   22.0262   22.1377   22.3877   22.6065   23.0655   23.2844   23.4734   24.1974   24.7371   25.1825   25.2474   25.3987
  0.1977  -46.1004  -42.9029  -23.5181  -23.4237  -23.4145  -21.1926  -21.1007  -21.0871  -10.8247   -9.7283   -8.8004   -8.7986   -8.7745   -8.7702   -8.7691   -8.7330   -8.7273   -6.4263   -6.4251   -6.2385   -6.1120   -5.7324   -5.6286   -5.5961   -5.5683   -5.1767   -4.6999   -4.6385   -2.2951   -1.5159   -1.0659   -0.3541   -0.3157    0.1730    0.9449    1.2179    1.2907    1.6055    2.1842    2.3639    2.4129    2.4596    2.5101    2.5661    2.6997    2.9666    3.0921    3.6368    3.7915    4.1245    4.3339    4.9699    5.8706    6.3999    6.9262    7.3375    7.4962    7.9879    9.4221    9.7356   11.5377   11.5847   11.9226   12.5790   12.6539   13.3613   13.4891   13.6054   14.5456   15.0525   16.0133   16.2408   17.1203   17.9865   18.1767   18.5749   18.6424   19.4005   20.1025   20.1205   20.3758   20.7666   21.4717   21.5052   21.9951   22.1710   22.4253   22.5861   23.1155   23.2486   23.4217   24.1343   24.9142   25.1559   25.3003   25.4361
  0.2260  -46.1003  -42.9027  -23.5173  -23.4271  -23.4153  -21.1915  -21.1056  -21.0881  -10.7755   -9.7248   -8.8004   -8.7983   -8.7746   -8.7700   -8.7687   -8.7340   -8.7277   -6.4038   -6.4023   -6.2566   -6.0946   -5.7181   -5.6267   -5.5992   -5.5856   -5.1822   -4.6546   -4.6118   -2.4539   -1.5147   -1.2423   -0.4743   -0.4514    0.1305    0.9823    1.3332    1.3388    1.6943    2.2434    2.3582    2.4458    2.4566    2.5294    2.5667    2.6805    3.0224    3.1400    3.6988    3.8350    4.1016    4.2275    4.9697    6.0558    6.3944    7.0803    7.2782    7.4012    8.1644    9.3789    9.6599   11.4093   11.4832   11.8512   12.4550   12.6617   13.4525   13.4686   13.6307   14.5788   15.1349   16.1586   16.2755   17.3367   17.9690   18.1104   18.4560   18.6595   19.2513   19.9106   20.0468   20.2879   20.7122   21.3558   21.5456   21.9813   22.1661   22.4889   22.5694   23.1411   23.2507   23.3986   24.0132   24.9650   25.0427   25.3713   25.5217
  0.2542  -46.1002  -42.9026  -23.5164  -23.4308  -23.4161  -21.1903  -21.1110  -21.0893  -10.7207   -9.7206   -8.8004   -8.7979   -8.7746   -8.7698   -8.7684   -8.7351   -8.7282   -6.3825   -6.3754   -6.2747   -6.0754   -5.7057   -5.6310   -5.6160   -5.5741   -5.1882   -4.6688   -4.5264   -2.6115   -1.5140   -1.4291   -0.6318   -0.5471    0.0994    1.0004    1.3880    1.4304    1.7925    2.2903    2.3511    2.4536    2.4717    2.5510    2.5674    2.6711    3.0784    3.1676    3.7190    3.8694    4.1519    4.1886    4.9683    6.2362    6.3718    7.2120    7.2274    7.3211    8.3382    9.3347    9.5574   11.2707   11.3789   11.8385   12.3378   12.6705   13.4483   13.5303   13.6836   14.6107   15.2118   16.2882   16.3138   17.4368   17.8713   18.1581   18.2927   18.6426   19.1857   19.7151   19.9382   20.2894   20.6808   21.2053   21.6059   21.9627   22.1534   22.5448   22.5544   23.0869   23.2863   23.4313   23.8752   24.9072   24.9319   25.2563   25.6798
